antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,ante_len,cons_len
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_home_run'}),0.06112900382957586,0.0385521319040523,0.003188642663718374,0.05216251638269987,1.3530384392884107,1.0,0.0008319892449172471,1.0143594072970246,0.27791112781369387,0.03304549983394221,0.01415613360878483,0.06743620415976223,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Four-Seam Aces (Elite FF Impact)'})",frozenset({'outcome_home_run'}),0.0446249739620888,0.0385521319040523,0.0022112195356438977,0.04955116696588869,1.2853029007373844,1.0,0.0004908316532425507,1.0115724641659292,0.2323415140678688,0.027310508608747282,0.011440074315853326,0.05345388772234584,2,1
"frozenset({'pitcher_arch_Sinker Aces (Elite Sinker Impact)', 'batter_arch_Aggressive Fastball'})",frozenset({'outcome_single'}),0.019580509221426397,0.1450752295342018,0.0034610392731817528,0.176759410801964,1.218398284596838,1.0,0.0006203924034867635,1.0384871466294288,0.18283023082245148,0.021471172962226642,0.03706078284583959,0.10030813482444124,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_home_run'}),0.11943790158470734,0.0385521319040523,0.005496002179172876,0.04601556211430105,1.1935931903538712,1.0,0.0008914164429360211,1.0078234297267887,0.1841932691815434,0.036040769149942205,0.007762698798250324,0.09428791405798179,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_single'}),0.04117995801887548,0.1450752295342018,0.007034241856142543,0.1708171206225681,1.1774382240925394,1.0,0.0010600499943453894,1.0310448897687008,0.15717083056695688,0.03924899418864551,0.030110124279521183,0.10965198863025909,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_home_run'}),0.023265875114166227,0.0385521319040523,0.0010415164479482125,0.04476584022038567,1.1611767756916247,1.0,0.00014456736168366822,1.0065049058942437,0.1421110215145353,0.017136831004481937,0.0064628655619560545,0.03589081703454861,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Balanced Positive Arsenal (Mild Impact Gains)'})",frozenset({'outcome_home_run'}),0.19726321524139145,0.0385521319040523,0.008700668172859683,0.044106896271627,1.1440844926915916,1.0,0.001095750679056099,1.0058110727506129,0.15688664582060036,0.03830958092281642,0.005777499281968722,0.1348963409038933,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_double'}),0.11943790158470734,0.047012450127385474,0.006393308657405182,0.05352830694928897,1.1385985372863583,1.0,0.0007782402658345535,1.0068843652374868,0.13823818941403176,0.03994393833216538,0.006837294802827664,0.09476006349509439,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_double'}),0.023265875114166227,0.047012450127385474,0.001169703087695685,0.05027548209366391,1.0694078261702356,1.0,7.591729422096638e-05,1.003435766798431,0.06644904189142085,0.01692557384651055,0.0034240027235556297,0.0375780955117263,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_Balanced Positive Arsenal (Mild Impact Gains)'})",frozenset({'outcome_single'}),0.37159704529795384,0.1450752295342018,0.05744363793683603,0.15458583071018928,1.0655563407104267,1.0,0.003534111296004193,1.0112496354112173,0.09790391697433766,0.12508722958827634,0.01112448896621128,0.2752717092583418,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Balanced Positive Arsenal (Mild Impact Gains)'})",frozenset({'outcome_double'}),0.19726321524139145,0.047012450127385474,0.009694114630902594,0.04914304280724555,1.0453197541095391,1.0,0.00042028756239897297,1.0022407078832871,0.05400888638433972,0.041325136612021855,0.0022356983363999603,0.127673089229117,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_double'}),0.06112900382957586,0.047012450127385474,0.0029322693842234295,0.04796854521625164,1.0203370614863834,1.0,5.844514034873856e-05,1.0010042683821654,0.021229443847269124,0.0278708498324703,0.0010032608390256191,0.05517036667765547,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_double'}),0.04117995801887548,0.047012450127385474,0.001954846256148953,0.04747081712062257,1.009749906503386,1.0,1.8875533538741844e-05,1.0004812104463316,0.010070465037468078,0.022668153102935715,0.0004809789942149487,0.04452613793999772,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_single'}),0.11943790158470734,0.1450752295342018,0.01744940633562467,0.14609605580896165,1.0070365304817195,1.0,0.0001219253481398487,1.00119548139074,0.007935117462747526,0.070627148323497,0.0011940539214972893,0.1331871929144212,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_single'}),0.06112900382957586,0.1450752295342018,0.00892499479241776,0.14600262123197905,1.006392488233552,1.0,5.669053064494105e-05,1.0010859420893248,0.006765449051498739,0.04524041585445094,0.001084764098333437,0.1037611957496321,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_Balanced Positive Arsenal (Mild Impact Gains)'})",frozenset({'outcome_double'}),0.37159704529795384,0.047012450127385474,0.017305196365908763,0.04656979000474322,0.9905841937307497,1.0,-0.00016449119364509227,0.9995357183798022,-0.014900741960075816,0.043122379716510284,-0.00046449727774662444,0.20733397475697282,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_single'}),0.023265875114166227,0.1450752295342018,0.003236712653623676,0.13911845730027547,0.9589401150489167,1.0,-0.00013858951887806264,0.9930806133730712,-0.04199685928006185,0.019604037267080748,-0.006967598132267039,0.08071451912948388,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Balanced Positive Arsenal (Mild Impact Gains)'})",frozenset({'outcome_single'}),0.19726321524139145,0.1450752295342018,0.026967264336874488,0.13670700999106492,0.9423180678741298,1.0,-0.0016507418929250298,0.9903066286417427,-0.07085228781272959,0.08550960268265419,-0.0097882525249298,0.16129585091998572,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Sinker Aces (Elite Sinker Impact)'})",frozenset({'outcome_single'}),0.010479257799355862,0.1450752295342018,0.0014100530372221955,0.13455657492354742,0.9274951716814304,1.0,-0.0001102276933674306,0.9878459361919294,-0.07321645277674887,0.009147609147609148,-0.012303602578883497,0.07213801796762748,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_Four-Seam Aces (Elite FF Impact)'})",frozenset({'outcome_double'}),0.08708679837843901,0.047012450127385474,0.0037815058725504335,0.04342226310947562,0.9236332714380585,1.0,-0.000312657892969605,0.996246842384624,-0.08304669444059908,0.029017582687815072,-0.003767296874329318,0.06192926379740993,2,1
"frozenset({'pitcher_arch_Slider Aces (Elite Slider Impact)', 'batter_arch_Aggressive Fastball'})",frozenset({'outcome_single'}),0.016712333157076705,0.1450752295342018,0.0022272428656123318,0.13326941514860977,0.9186228109133628,1.0,-0.00019730270320262276,0.9863789110573313,-0.0826459977555146,0.0139586262301667,-0.013809185080881135,0.07431087280514208,2,1
"frozenset({'pitcher_arch_Slider Aces (Elite Slider Impact)', 'batter_arch_Aggressive Fastball'})",frozenset({'outcome_double'}),0.016712333157076705,0.047012450127385474,0.0007050265186110977,0.04218600191754553,0.8973368076592022,1.0,-8.066121044822145e-05,0.9949609754926296,-0.10422623056328736,0.01118738876175947,-0.00506454487310468,0.02859129680062689,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Four-Seam Aces (Elite FF Impact)'})",frozenset({'outcome_double'}),0.0446249739620888,0.047012450127385474,0.0018587062763383486,0.04165170556552962,0.8859718107154526,1.0,-0.00023922308649022644,0.9944062669146616,-0.118722039517694,0.020703194717115826,-0.005625198946798856,0.04059408727492568,2,1
"frozenset({'pitcher_arch_Slider Aces (Elite Slider Impact)', 'batter_arch_Selective / Moderate'})",frozenset({'outcome_single'}),0.007643128394943037,0.1450752295342018,0.0009613997981060425,0.12578616352201258,0.8670409409371861,1.0,-0.000147428808149694,0.9779355288062007,-0.1338460441132662,0.006335128286347799,-0.022562296331266364,0.06620653437863386,2,1
"frozenset({'batter_arch_Aggressive Fastball', 'pitcher_arch_Four-Seam Aces (Elite FF Impact)'})",frozenset({'outcome_single'}),0.08708679837843901,0.1450752295342018,0.010703584418913939,0.12290708371665134,0.8471955144325705,1.0,-0.001930552845236853,0.9747254305604391,-0.16497636684086656,0.04833224802836264,-0.025929937444054103,0.09834331433457927,2,1
"frozenset({'batter_arch_Selective / Moderate', 'pitcher_arch_Four-Seam Aces (Elite FF Impact)'})",frozenset({'outcome_single'}),0.0446249739620888,0.1450752295342018,0.005255652229646365,0.11777378815080788,0.8118118339633057,1.0,-0.0012183261108614464,0.9690539217530516,-0.1952619362017224,0.02849448353748588,-0.031934320219215266,0.07700043505176798,2,1
