"year","last_name, first_name","pitcher_id","team_name","team_name_abbrev","pitch_hand","avg_speed","pitches_thrown","total_pitches","pitches_per_game","pitch_per","pitch_type","pitch_type_name","pitcher_break_z","league_break_z","diff_z","rise","pitcher_break_z_induced","pitcher_break_x","league_break_x","diff_x","tail","percent_rank_diff_z","percent_rank_diff_x"
"2021","Kaprielian, James","621076","Athletics","OAK","R","93","1069","2024",12.493827160493828,0.5281620553359684,"FF","4-Seam Fastball",16.3,-15.3,-1,"-7",15.3,8.5,-7.2,1.3,"17",0.31529411764705884,0.6211764705882353
"2021","Javier, Cristian","664299","Astros","HOU","R","93.5","1065","1792",11.061728395061728,0.5943080357142857,"FF","4-Seam Fastball",13.4,-15.7,2.3,"15",17.9,7.9,-8,-0.1,"-1",0.9247058823529412,0.46352941176470586
"2021","Gausman, Kevin","592332","Giants","SF","R","83.6","1065","3002",18.530864197530864,0.354763491005996,"FS","Split-Finger",37,-35.2,1.8,"5",2.2,12.4,-10.7,1.8,"17",0.8378378378378378,0.8378378378378378
"2021","Shaw, Bryan","543766","Guardians","CLE","R","92.8","1060","1367",8.438271604938272,0.77542062911485,"FC","Cutter",25.2,-22.9,-2.3,"-10",6.3,4.7,2.2,2.5,"118",0.21804511278195488,0.8721804511278195
"2021","Corbin, Patrick","571578","Nationals","WSH","L","80.7","1057","2750",16.97530864197531,0.38436363636363635,"SL","Slider",41.5,-41.7,-0.2,"-1",0.4,3.5,5.8,-2.2,"-39",0.4594594594594595,0.23723723723723725
"2021","Keller, Mitch","656605","Pirates","PIT","R","93.8","1050","1858",11.469135802469136,0.5651237890204521,"FF","4-Seam Fastball",15.3,-14.7,-0.7,"-4",15.7,6.6,-6.9,-0.3,"-5",0.38588235294117645,0.4258823529411765
"2021","Wainwright, Adam","425794","Cardinals","STL","R","73.4","1047","3068",18.938271604938272,0.341264667535854,"CU","Curveball",66.5,-63.6,3,"5",-14.7,16.6,10.7,5.9,"55",0.7449392712550608,0.9554655870445344
"2021","Lynn, Lance","458681","White Sox","CWS","R","94","1037","2503",15.450617283950617,0.4143028365960847,"FF","4-Seam Fastball",16,-15.2,-0.8,"-5",14.9,6,-7.8,-1.9,"-24",0.3623529411764706,0.2611764705882353
"2021","Keuchel, Dallas","572971","White Sox","CWS","L","87.8","1033","2726",16.82716049382716,0.3789435069699193,"SI","Sinker",30.1,-26,4.1,"16",5.2,14.7,-14.2,0.4,"3",0.91701244813278,0.5145228215767634
"2021","Anderson, Ian","666120","Braves","ATL","R","94.6","1026","2175",13.509316770186336,0.47172413793103446,"FF","4-Seam Fastball",13.2,-13.6,0.5,"4",17.4,5.4,-6.7,-1.3,"-19",0.6188235294117647,0.32235294117647056
"2021","Greinke, Zack","425844","Astros","HOU","R","88.9","1026","2577",15.907407407407407,0.3981373690337602,"FF","4-Seam Fastball",18,-17.1,-0.9,"-5",16.5,1.3,-6.2,-4.9,"-79",0.3341176470588235,0.04941176470588235
"2021","Wood, Alex","622072","Giants","SF","L","91.8","1019","2195",13.549382716049383,0.4642369020501139,"SI","Sinker",20.9,-25.4,-4.5,"-18",11.6,16,-15.4,0.6,"4",0.06224066390041494,0.5643153526970954
"2021","Odorizzi, Jake","543606","Astros","HOU","R","92.2","1017","1847",11.401234567901234,0.5506226312939903,"FF","4-Seam Fastball",15.6,-15.8,0.2,"1",16.6,11.3,-7.3,4,"55",0.56,0.908235294117647
"2021","Fedde, Erick","607200","Nationals","WSH","R","93.8","1017","2409",14.87037037037037,0.42216687422166876,"SI","Sinker",20.9,-20.5,0.4,"2",10.1,10,-14.5,-4.6,"-31",0.5975103734439834,0.024896265560165973
"2021","Akin, Keegan","669211","Orioles","BAL","L","92","1011","1768",10.91358024691358,0.5718325791855203,"FF","4-Seam Fastball",14.4,-15.9,1.5,"9",18.1,10.7,-7.3,3.4,"46",0.8329411764705882,0.8447058823529412
"2021","Yarbrough, Ryan","642232","Rays","TB","L","81.9","1007","2488",15.358024691358025,0.4047427652733119,"FC","Cutter",34.5,-34.5,0,"0",6.4,2,2.4,-0.3,"-15",0.5488721804511278,0.42105263157894735
"2021","Smith, Caleb","592761","D-backs","AZ","L","91.4","995","2067",12.75925925925926,0.4813739719400097,"FF","4-Seam Fastball",14.9,-15.9,1,"6",18,11.5,-6.9,4.6,"67",0.7388235294117647,0.9317647058823529
"2021","Smyly, Drew","592767","Braves","ATL","L","92.1","995","2138",13.279503105590063,0.4653882132834425,"SI","Sinker",14.1,-20.4,-6.3,"-31",18.1,6.8,-13.3,-6.5,"-49",0.012448132780082987,0
"2021","Dunning, Dane","641540","Rangers","TEX","R","90.4","994","1909",11.783950617283951,0.5206914614981666,"SI","Sinker",27,-24.3,2.7,"11",6.5,14.5,-14.8,-0.3,"-2",0.8423236514522822,0.37344398340248963
"2021","Fried, Max","608331","Braves","ATL","L","94","993","2558",15.888198757763975,0.38819390148553556,"FF","4-Seam Fastball",18.1,-14.5,-3.6,"-25",12.7,1.4,-7,-5.6,"-80",0.0611764705882353,0.03529411764705882
"2021","Allard, Kolby","663465","Rangers","TEX","L","91.4","983","2054",12.679012345679013,0.47857838364167476,"FF","4-Seam Fastball",15.9,-16.8,0.8,"5",16.8,7.7,-8,-0.3,"-3",0.7035294117647058,0.4258823529411765
"2021","Gibson, Kyle","502043","Phillies","PHI","R","92.3","980","2881",17.78395061728395,0.34015966678236725,"SI","Sinker",24.5,-21,3.5,"17",7.7,14.9,-14.3,0.7,"5",0.9087136929460581,0.5933609958506224
"2021","Anderson, Tyler","542881","Mariners","SEA","L","90.6","970","2602",16.061728395061728,0.3727901614142967,"FF","4-Seam Fastball",15.2,-16.5,1.3,"8",18.2,9.1,-7,2.1,"29",0.8070588235294117,0.731764705882353
"2021","Ray, Robbie","592662","Blue Jays","TOR","L","88.6","968","3141",19.38888888888889,0.3081821076090417,"SL","Slider",27.6,-31.7,-4.2,"-13",7.2,1,3.6,-2.6,"-73",0.057057057057057055,0.1891891891891892
"2021","Gray, Jon","592351","Rockies","COL","R","86.7","966","2537",15.75776397515528,0.38076468269609776,"SL","Slider",32.7,-33.9,-1.2,"-4",3.3,2.6,4.4,-1.8,"-41",0.33633633633633636,0.29429429429429427
"2021","Castillo, Luis","622491","Reds","CIN","R","88.3","964","3164",19.530864197530864,0.30467762326169406,"CH","Changeup",34.1,-32.3,1.8,"5",0.9,16.8,-16,0.8,"5",0.7301038062283737,0.615916955017301
"2021","Espino, Paolo","502179","Nationals","WSH","R","89","958","1735",10.709876543209877,0.5521613832853026,"FF","4-Seam Fastball",15.4,-17.8,2.4,"14",19.2,3.5,-7,-3.5,"-50",0.9435294117647058,0.13176470588235295
"2021","Urías, Julio","628711","Dodgers","LAD","L","81.4","954","2786",17.19753086419753,0.34242641780330224,"SV","Slurve",42.3,-42.7,-0.4,"-1",-0.9,15.8,15.6,0.2,"1",0.25,0.75
"2021","McCullers Jr., Lance","621121","Astros","HOU","R","93.9","949","2788",17.209876543209877,0.3403873744619799,"SI","Sinker",24.9,-23,1.9,"8",6.1,13.7,-15.3,-1.6,"-11",0.7717842323651453,0.2033195020746888
"2021","Woodruff, Brandon","605540","Brewers","MIL","R","96.5","946","2810",17.34567901234568,0.3366548042704626,"FF","4-Seam Fastball",12.7,-13.4,0.7,"5",16.6,6.4,-7.8,-1.4,"-18",0.6776470588235294,0.31058823529411766
"2021","Giolito, Lucas","608337","White Sox","CWS","R","81.5","944","2970",18.333333333333332,0.3178451178451178,"CH","Changeup",28.2,-30.7,-2.5,"-8",12.9,10.2,-12.1,-1.9,"-16",0.23875432525951557,0.16608996539792387
"2021","Hill, Rich","448179","Mets","NYM","L","71.7","943","2496",15.407407407407407,0.37780448717948717,"CU","Curveball",66.7,-65.4,1.4,"2",-12.3,19.5,13,6.5,"50",0.5668016194331984,0.979757085020243
"2021","Ryu, Hyun Jin","547943","Blue Jays","TOR","L","89.9","939","2689",16.598765432098766,0.34920044626255115,"FF","4-Seam Fastball",21,-17.1,-3.8,"-22",13,11.8,-6.8,5,"73",0.04941176470588235,0.9529411764705882
"2021","Berríos, José","621244","Blue Jays","TOR","R","82.9","929","3043",18.78395061728395,0.3052908314163654,"SV","Slurve",43.6,-42.5,1.1,"3",-3.5,15,14.5,0.6,"4",1,1
"2021","Plesac, Zach","668676","Guardians","CLE","R","92.8","928","2205",13.61111111111111,0.42086167800453517,"FF","4-Seam Fastball",14.8,-15.3,0.5,"3",17,8.8,-7,1.8,"25",0.6188235294117647,0.691764705882353
"2021","Pineda, Michael","501381","Twins","MIN","R","90.6","925","1707",10.537037037037036,0.5418863503222027,"FF","4-Seam Fastball",19,-15.8,-3.2,"-20",14.3,6.5,-6.1,0.4,"7",0.07529411764705882,0.5364705882352941
