"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Nicolas, Kyle",693312,"PIT","SL","Slider",-1.9,-4,"209",22,"63","0.3","0.417","0.35",37.5,28.6,19.4,"0.268","0.37","0.297",33.3
"Martin, Davis",663436,"CWS","SL","Slider",0.4,1,"239",26.8,"63","0.121","0.293","0.228",37.8,36.5,23.2,"0.118","0.246","0.198",22.9
"Lugo, Seth",607625,"KC","FC","Cutter",1.8,5,"265",8.5,"63","0.237","0.254","0.253",22.1,17.5,15.7,"0.226","0.293","0.256",30.6
"Kershaw, Clayton",477132,"LAD","SL","Slider",0.4,1,"220",43.7,"63","0.281","0.421","0.347",26.4,20.6,18.6,"0.258","0.357","0.289",45.7
"Koenig, Jared",657649,"MIL","FC","Cutter",-0.1,0,"256",25.2,"63","0.254","0.424","0.344",18.6,14.3,14.3,"0.249","0.453","0.325",36
"Cabrera, Génesis",650893,"TOR","SI","Sinker",-2.3,-5,"223",21.7,"63","0.385","0.615","0.48",15.1,6.3,22.2,"0.343","0.578","0.442",52.9
"Suárez, Ranger",624133,"PHI","FC","Cutter",-2,-6,"285",12.1,"63","0.302","0.642","0.434",16.2,9.5,14.3,"0.27","0.507","0.378",36.7
"Quantrill, Cal",615698,"COL","CU","Curveball",-0.8,-2,"312",11.8,"63","0.267","0.567","0.379",28.6,20.6,17.8,"0.321","0.637","0.417",46.8
"Flexen, Chris",623167,"CWS","CU","Curveball",-0.1,0,"342",12.2,"63","0.246","0.393","0.288",30.8,30.2,20.9,"0.209","0.296","0.233",21.4
"Voth, Austin",608723,"SEA","FF","4-Seam Fastball",2.1,5,"231",23.7,"63","0.157","0.255","0.269",25,23.8,20.3,"0.199","0.311","0.304",32.4
"Pivetta, Nick",601713,"BOS","CU","Curveball",0.6,2,"389",16.3,"63","0.167","0.4","0.286",20.6,19,12.9,"0.245","0.468","0.322",39.6
"Cruz, Fernando",518585,"CIN","FC","Cutter",-2.4,-7,"288",25.3,"63","0.333","0.765","0.532",26.7,6.3,14.8,"0.363","0.739","0.512",42.6
"Crochet, Garrett",676979,"CWS","ST","Sweeper",-1.8,-4,"233",9.7,"62","0.228","0.561","0.345",42.2,50,28.2,"0.139","0.281","0.219",37
"Matsui, Yuki",673513,"SD","FS","Split-Finger",0.5,1,"257",24.5,"62","0.193","0.281","0.233",41.1,35.5,18.6,"0.189","0.24","0.224",41.7
"Baumann, Mike",657508,"MIA","SL","Slider",-0.3,-1,"255",23.9,"62","0.255","0.455","0.36",27.5,17.7,28.2,"0.252","0.434","0.337",25
"Floro, Dylan",571670,"AZ","SL","Slider",0.5,1,"274",26.9,"62","0.224","0.345","0.264",32.7,21,19.7,"0.228","0.35","0.268",28.3
"Baz, Shane",669358,"TB","SL","Slider",-0.8,-2,"257",21.3,"62","0.164","0.4","0.29",22.2,14.5,11.7,"0.236","0.445","0.336",40.4
"Holmes, Clay",605280,"NYY","ST","Sweeper",0.4,1,"222",20.5,"62","0.172","0.207","0.234",38,43.5,22.1,"0.13","0.163","0.166",29
"Vásquez, Randy",681190,"SD","FC","Cutter",1.7,4,"232",13.8,"62","0.228","0.351","0.286",16.9,11.3,14.9,"0.296","0.439","0.348",30
"Stripling, Ross",548389,"OAK","SI","Sinker",-1.2,-2,"187",13.8,"62","0.386","0.439","0.432",8.1,6.5,17.4,"0.35","0.437","0.366",27.8
"Detmers, Reid",672282,"LAA","CH","Changeup",-1.1,-2,"220",14.1,"62","0.351","0.544","0.402",31.9,12.9,17,"0.281","0.428","0.335",41.2
"Holderman, Colin",670059,"PIT","SI","Sinker",-0.8,-2,"224",25.8,"62","0.259","0.5","0.348",12.1,11.3,13.7,"0.258","0.476","0.364",44.9
"Aguiar, Julian",687924,"CIN","SI","Sinker",-0.8,-2,"213",40.2,"62","0.268","0.5","0.361",15.5,9.7,11.3,"0.244","0.414","0.324",28
"Springs, Jeffrey",605488,"TB","CH","Changeup",-0.9,-2,"179",31.7,"62","0.333","0.439","0.367",44.2,32.3,26.7,"0.223","0.318","0.271",35.1
"Cabrera, Génesis",650893,"TOR","FF","4-Seam Fastball",-3.9,-8,"199",19.3,"61","0.37","0.741","0.495",18.3,18,14.1,"0.267","0.515","0.374",55.8
"Maton, Phil",664208,"NYM","ST","Sweeper",-0.3,-1,"241",22.4,"61","0.298","0.614","0.403",21.2,9.8,16.2,"0.32","0.62","0.42",43.1
"Ferguson, Caleb",657571,"HOU","FC","Cutter",1.7,4,"249",26.5,"61","0.13","0.148","0.178",33.6,37.7,25,"0.148","0.188","0.206",28.1
"Mears, Nick",683232,"MIL","SL","Slider",0.6,1,"232",22.6,"61","0.246","0.368","0.282",50.5,42.6,36.6,"0.152","0.224","0.187",21.9
"Manning, Matt",666159,"DET","FF","4-Seam Fastball",-1.2,-3,"211",48.2,"61","0.327","0.519","0.39",21.3,24.6,22.7,"0.301","0.55","0.393",46.2
"Kerr, Ray",678061,"ATL","FF","4-Seam Fastball",-4.3,-7,"171",44.6,"61","0.407","0.704","0.523",21.7,18,25,"0.288","0.507","0.38",41.9
"Weathers, Ryan",677960,"MIA","SI","Sinker",-0.1,0,"177",12.5,"61","0.273","0.509","0.383",6.3,3.3,14.3,"0.34","0.618","0.437",49.1
"Kelly, Zack",677161,"BOS","ST","Sweeper",2.3,6,"260",27.2,"61","0.138","0.224","0.197",34.4,32.8,21.3,"0.125","0.191","0.164",15.8
"Muller, Kyle",666205,"OAK","SL","Slider",0.7,1,"179",24.7,"61","0.25","0.411","0.294",22.1,18,17.7,"0.254","0.395","0.3",48.9
"Kuhl, Chad",641771,"CWS","SI","Sinker",-3.3,-7,"218",22.2,"61","0.404","0.723","0.53",11.6,6.6,19,"0.359","0.552","0.462",62.8
"Thorpe, Drew",689672,"CWS","FF","4-Seam Fastball",-2.6,-6,"232",32.2,"61","0.245","0.566","0.388",7.7,6.6,8.5,"0.306","0.63","0.427",54
"Holmes, Grant",656550,"ATL","CU","Curveball",1.2,3,"215",21,"61","0.214","0.304","0.241",43.6,37.7,33.3,"0.19","0.312","0.239",37.1
"Hodge, Porter",687863,"CHC","ST","Sweeper",3.9,9,"241",37.5,"61","0.07","0.105","0.116",51.8,45.9,36.4,"0.141","0.202","0.184",24.1
"Weissert, Greg",669711,"BOS","ST","Sweeper",-1.6,-5,"300",29.2,"60","0.32","0.52","0.4",27.9,18.3,13.1,"0.246","0.367","0.306",46.5
"Buehler, Walker",621111,"LAD","CU","Curveball",-3.4,-9,"256",19.2,"60","0.278","0.481","0.382",26.7,30,18.8,"0.283","0.452","0.358",45.9
"Daniel, Davis",669721,"LAA","FF","4-Seam Fastball",-1,-2,"244",48,"60","0.328","0.586","0.398",14.7,21.7,18.6,"0.269","0.451","0.319",55.6
"Anderson, Nick",623433,"KC","CU","Curveball",0.7,2,"261",45.5,"60","0.204","0.352","0.286",28.6,21.7,19.7,"0.218","0.342","0.278",28.6
"Birdsong, Hayden",806185,"SF","CU","Curveball",0.9,2,"259",18.7,"60","0.145","0.218","0.191",32.7,45,19.9,"0.18","0.246","0.216",31
"Brazobán, Huascar",623211,"NYM","FC","Cutter",0.8,2,"221",24.6,"60","0.154","0.25","0.273",37.5,25,22.4,"0.223","0.354","0.31",21.6
"Blackburn, Paul",621112,"NYM","FF","4-Seam Fastball",-1.6,-4,"236",19.5,"60","0.286","0.694","0.448",12.5,15,13,"0.269","0.635","0.431",65.9
"Yarbrough, Ryan",642232,"TOR","CH","Changeup",1,2,"234",15.5,"60","0.246","0.333","0.263",22.7,13.3,10.4,"0.258","0.335","0.273",16
"Otañez, Michel",671305,"OAK","FF","4-Seam Fastball",0.3,1,"243",40.4,"60","0.167","0.238","0.31",39.7,41.7,26.6,"0.115","0.171","0.291",31.6
"Cannon, Jonathan",686563,"CWS","FF","4-Seam Fastball",-0.9,-2,"249",12.3,"60","0.236","0.4","0.308",25.4,31.7,13.6,"0.201","0.362","0.278",30.6
"Woo, Bryan",693433,"SEA","CH","Changeup",0,0,"161",9.4,"60","0.186","0.373","0.243",20.7,20,19.7,"0.223","0.343","0.252",36.2
"Weathers, Ryan",677960,"MIA","ST","Sweeper",0.9,3,"305",21.6,"60","0.115","0.173","0.201",51.5,46.7,28.9,"0.124","0.166","0.202",16.7
"Reid-Foley, Sean",656887,"NYM","FF","4-Seam Fastball",1.1,3,"261",67.8,"60","0.149","0.191","0.287",22.4,25,18.1,"0.171","0.21","0.27",39.4
"Molina, Anthony",683627,"COL","SL","Slider",0.2,0,"233",22.2,"60","0.298","0.404","0.329",14.9,5,4.8,"0.304","0.439","0.338",41.8
"Berroa, Prelander",672860,"CWS","SL","Slider",0.5,1,"197",56.6,"60","0.173","0.327","0.277",43.4,40,31.2,"0.113","0.212","0.213",17.9
"Brieske, Beau",689225,"DET","SI","Sinker",2.2,4,"191",16.6,"60","0.222","0.278","0.256",12.5,16.7,28.6,"0.258","0.341","0.292",42.2
"Little, Brendon",663893,"TOR","CU","Curveball",1,2,"221",31.8,"60","0.158","0.211","0.203",43.7,46.7,24.6,"0.189","0.265","0.223",27.6
"Bibee, Tanner",676440,"CLE","ST","Sweeper",2.3,4,"184",6.5,"60","0.182","0.364","0.245",25.9,28.3,17.3,"0.194","0.375","0.262",30
"Wilson, Justin",458677,"CIN","SL","Slider",-0.8,-2,"207",25.4,"60","0.259","0.362","0.284",34,31.7,20,"0.203","0.318","0.238",46.2
"Bowman, Matt",621199,"BAL","SI","Sinker",4,8,"194",39,"60","0.13","0.241","0.211",13.5,25,30,"0.219","0.319","0.278",43.6
"Sánchez, Sixto",664350,"MIA","FC","Cutter",-2.9,-6,"211",34,"60","0.375","0.518","0.408",11.4,8.3,9.6,"0.336","0.543","0.388",45.3
"Moll, Sam",594580,"CIN","FF","4-Seam Fastball",-0.5,-1,"238",38.1,"59","0.255","0.455","0.328",25.4,28.8,16.7,"0.171","0.307","0.239",31.6
"Lambert, Peter",663567,"COL","SL","Slider",-1,-2,"195",18.8,"59","0.34","0.472","0.383",19,15.3,23.7,"0.29","0.44","0.347",42.2
"Morejon, Adrian",670970,"SD","FF","4-Seam Fastball",-1.3,-3,"247",23.2,"59","0.333","0.537","0.388",26.1,30.5,17.5,"0.281","0.477","0.344",40.5
"Webb, Jacob",657097,"BAL","ST","Sweeper",1,3,"262",28.1,"59","0.254","0.305","0.262",20.2,16.9,17.2,"0.251","0.328","0.252",32.7
"Blackburn, Paul",621112,"NYM","CH","Changeup",2.2,5,"219",18.1,"59","0.164","0.236","0.209",34.7,18.6,17.5,"0.24","0.355","0.289",31.8
"Phillips, Evan",623465,"LAD","FF","4-Seam Fastball",1.5,5,"335",36.5,"59","0.216","0.294","0.303",35.1,37.3,22.9,"0.181","0.271","0.263",31
"Harvey, Hunter",640451,"KC","FS","Split-Finger",-0.5,-1,"210",23.2,"59","0.268","0.5","0.344",37.7,27.1,20.8,"0.286","0.453","0.338",40
"Burnes, Corbin",669203,"BAL","SI","Sinker",-0.5,-1,"230",7.7,"59","0.235","0.412","0.333",15.9,10.2,11.3,"0.262","0.381","0.336",37.8
"Chivilli, Angel",683409,"COL","FF","4-Seam Fastball",-1.3,-3,"213",41.6,"59","0.25","0.462","0.364",9.4,10.2,15,"0.322","0.538","0.408",54.3
"Erceg, Lucas",668674,"KC","SL","Slider",2.7,7,"264",27.9,"59","0.123","0.14","0.136",37.5,45.8,26.7,"0.157","0.221","0.183",33.3
"Martin, Chris",455119,"BOS","FF","4-Seam Fastball",0.2,0,"204",31.1,"59","0.25","0.393","0.307",18.9,37.3,26.5,"0.258","0.403","0.304",48.6
"Sewald, Paul",623149,"AZ","ST","Sweeper",1.4,4,"249",39.6,"59","0.196","0.357","0.267",25,23.7,19.2,"0.213","0.328","0.256",33.3
"Thornton, Trent",663423,"SEA","SL","Slider",0.9,2,"248",21.8,"59","0.185","0.315","0.259",24.2,25.4,20,"0.242","0.346","0.312",32.5
"Stratton, Hunter",676702,"PIT","FC","Cutter",-0.1,0,"217",37,"59","0.327","0.491","0.377",22.1,11.9,16.3,"0.309","0.465","0.36",31.3
"Salazar, Eduardo",674285,"WSH","SL","Slider",-0.6,-1,"211",42.7,"59","0.236","0.345","0.297",40.8,39,28,"0.205","0.315","0.257",40.6
"Pressly, Ryan",519151,"HOU","CU","Curveball",0.5,1,"241",24.9,"59","0.245","0.321","0.293",30.5,33.9,19.2,"0.21","0.3","0.269",30.3
"Francis, Bowden",670102,"TOR","CU","Curveball",-1.6,-5,"283",18.2,"59","0.308","0.558","0.395",24.3,16.9,13.7,"0.267","0.388","0.323",20.9
"Faucher, Calvin",676534,"MIA","FF","4-Seam Fastball",0.4,1,"328",33.2,"59","0.156","0.244","0.285",30.1,35.6,18.6,"0.18","0.343","0.325",44
"Morgan, Eli",669212,"CLE","FF","4-Seam Fastball",1.5,4,"260",40.2,"59","0.176","0.314","0.284",18.6,16.9,14.9,"0.162","0.261","0.245",33.3
"Severino, Luis",622663,"NYM","FC","Cutter",0.6,1,"234",8.1,"59","0.2","0.3","0.298",25.7,13.6,32,"0.26","0.317","0.314",34.9
"Springs, Jeffrey",605488,"TB","FF","4-Seam Fastball",-0.7,-2,"240",42.5,"59","0.216","0.49","0.337",17,22,16.7,"0.209","0.432","0.335",61.5
"Chapman, Aroldis",547973,"PIT","SL","Slider",0.2,0,"300",26.6,"59","0.217","0.283","0.328",30.9,27.1,29.1,"0.181","0.308","0.317",28.1
"Mlodzinski, Carmen",669387,"PIT","SL","Slider",0.7,2,"230",26.6,"59","0.236","0.255","0.256",31.5,25.4,17.2,"0.237","0.285","0.261",35
"Mantiply, Joe",573009,"AZ","CU","Curveball",0,0,"230",26.5,"59","0.237","0.39","0.268",40.8,35.6,25.6,"0.213","0.404","0.265",36.8
"Stripling, Ross",548389,"OAK","SL","Slider",-2.3,-4,"182",13.4,"58","0.328","0.5","0.357",15.7,12.1,8.8,"0.342","0.482","0.356",45.1
"Emanuel, Kent",592288,"MIA","SI","Sinker",-2.1,-4,"176",58.3,"58","0.333","0.529","0.41",7.7,17.2,20,"0.296","0.507","0.388",48.8
"Herrin, Tim",682120,"CLE","SL","Slider",1.4,4,"279",27.6,"58","0.25","0.327","0.286",30.8,13.8,17.4,"0.279","0.466","0.348",40
"Jax, Griffin",643377,"MIN","CH","Changeup",1.4,2,"178",16.7,"58","0.173","0.288","0.257",47.6,32.8,28.4,"0.165","0.286","0.237",35.3
"Kirby, George",669923,"SEA","CU","Curveball",-1.6,-4,"242",8.2,"58","0.321","0.411","0.35",28.8,24.1,12.6,"0.235","0.322","0.257",35.7
"Allen, Logan",671106,"CLE","FC","Cutter",-0.5,-1,"243",14.6,"58","0.245","0.491","0.343",20.2,17.2,17.9,"0.267","0.514","0.363",51.2
"Stratton, Chris",608717,"KC","SL","Slider",0.3,1,"205",20.6,"58","0.245","0.396","0.304",13.7,6.9,10.3,"0.276","0.404","0.322",38
"Duran, Jhoan",661395,"MIN","CU","Curveball",-0.4,-1,"244",27.7,"58","0.151","0.302","0.226",46.7,46.6,25.5,"0.144","0.218","0.195",37
"Chivilli, Angel",683409,"COL","CH","Changeup",0.2,0,"206",40.2,"58","0.259","0.444","0.328",56.3,34.5,24.1,"0.206","0.348","0.271",32.4
"Thielbar, Caleb",573204,"MIN","ST","Sweeper",-1,-3,"275",31,"58","0.302","0.434","0.355",29.5,27.6,18.6,"0.245","0.351","0.283",31.6
"Waldron, Matt",663362,"SD","FC","Cutter",0.8,2,"212",8.7,"58","0.231","0.385","0.309",15.2,8.6,12.5,"0.247","0.433","0.334",29.8
"Eflin, Zach",621107,"BAL","FF","4-Seam Fastball",-1,-2,"205",8.4,"58","0.245","0.434","0.312",24.3,32.8,18.8,"0.196","0.385","0.278",37.1
"Pérez, Cionel",672335,"BAL","FF","4-Seam Fastball",-0.8,-2,"209",24.2,"58","0.289","0.356","0.377",20.4,12.1,14,"0.258","0.328","0.355",28.9
"Slaten, Justin",686580,"BOS","FF","4-Seam Fastball",2.3,5,"237",29.2,"58","0.151","0.17","0.206",26.6,31,23.1,"0.159","0.225","0.212",22.9
"Wilson, Bryse",669060,"MIL","CU","Curveball",-4.5,-10,"228",13.9,"58","0.309","0.709","0.453",22.9,17.2,11.2,"0.278","0.578","0.377",31.1
"Smith, Burch",572143,"BAL","FC","Cutter",-2.4,-5,"192",21.4,"58","0.404","0.558","0.442",21,3.4,6.7,"0.349","0.515","0.389",45.3
"Farmer, Buck",571656,"CIN","FF","4-Seam Fastball",0.5,1,"238",20.4,"58","0.216","0.412","0.333",15.5,15.5,10.8,"0.25","0.467","0.352",47.6
"Domínguez, Seranthony",622554,"BAL","ST","Sweeper",2.3,4,"192",18,"58","0.127","0.164","0.157",45.3,53.4,32,"0.096","0.143","0.135",20.8
"Latz, Jacob",656641,"TEX","CH","Changeup",0.7,1,"185",22.8,"58","0.222","0.352","0.283",38.9,22.4,20.6,"0.243","0.4","0.307",31.7
"Ruiz, José",614179,"PHI","SI","Sinker",0.3,1,"197",23.6,"58","0.26","0.38","0.366",12,8.6,16.1,"0.3","0.45","0.374",37.8
"Morgan, Eli",669212,"CLE","SL","Slider",0.6,1,"233",36.1,"58","0.226","0.377","0.276",32.8,24.1,16.7,"0.225","0.354","0.269",29.3
"Ruiz, José",614179,"PHI","FF","4-Seam Fastball",0.6,2,"235",28.1,"58","0.26","0.52","0.356",29.6,31,21.7,"0.25","0.464","0.346",47.1
"Schwellenbach, Spencer",680885,"ATL","CU","Curveball",0.4,1,"275",14.6,"58","0.236","0.436","0.306",40.9,24.1,19.7,"0.218","0.401","0.286",43.9
"Montero, Rafael",606160,"HOU","SI","Sinker",3,5,"163",23.9,"58","0.167","0.188","0.251",10.6,19,19.6,"0.197","0.302","0.298",37.8
"Cleavinger, Garrett",664076,"TB","FF","4-Seam Fastball",1.2,3,"263",24.9,"57","0.089","0.2","0.242",24.2,35.1,21.7,"0.151","0.278","0.292",24
"Eflin, Zach",621107,"BAL","ST","Sweeper",0.4,1,"231",9.4,"57","0.236","0.473","0.313",20.3,12.3,12.7,"0.231","0.387","0.28",25
"Vásquez, Randy",681190,"SD","CU","Curveball",-0.8,-2,"277",16.4,"57","0.245","0.415","0.299",23.4,19.3,11.8,"0.298","0.469","0.344",37.2
"Matthews, Zebby",805673,"MIN","SL","Slider",-2,-4,"186",25.9,"57","0.308","0.462","0.365",37.6,35.1,23.5,"0.251","0.389","0.312",43.8
"Mazur, Adam",800049,"SD","SL","Slider",0.4,1,"196",33.6,"57","0.216","0.333","0.301",25,22.8,21,"0.198","0.336","0.279",21.1
"Myers, Tobias",668964,"MIL","CH","Changeup",1,2,"245",11.4,"57","0.083","0.083","0.164",44.4,38.6,21,"0.114","0.129","0.193",7.4
"Civale, Aaron",650644,"MIL","FF","4-Seam Fastball",-2.7,-7,"263",9.7,"57","0.308","0.558","0.412",8.9,17.5,9.9,"0.216","0.428","0.311",45.2
"Wicks, Jordan",696136,"CHC","CH","Changeup",0.3,1,"220",25.8,"57","0.17","0.358","0.27",41.9,28.1,20.3,"0.203","0.37","0.276",24.3
"Thompson, Ryan",657044,"AZ","SL","Slider",0.3,1,"251",25.7,"57","0.236","0.345","0.26",36.2,38.6,22,"0.191","0.347","0.238",26.5
"Brito, Jhony",666745,"SD","SI","Sinker",0,0,"164",26.2,"57","0.358","0.434","0.374",10.9,10.5,27.3,"0.3","0.392","0.331",40.4
"García, Luis",472610,"BOS","FS","Split-Finger",-0.7,-1,"167",18.6,"57","0.309","0.364","0.299",29.3,31.6,25,"0.241","0.382","0.278",36.8
"Lorenzen, Michael",547179,"KC","FC","Cutter",0.2,0,"209",10,"57","0.235","0.51","0.353",23.6,5.3,12,"0.299","0.559","0.398",33.3
"Elder, Bryce",693821,"ATL","SL","Slider",-0.9,-3,"271",31.4,"57","0.283","0.604","0.382",41.5,33.3,20.4,"0.273","0.505","0.346",37.1
"Marsh, Alec",679525,"KC","CH","Changeup",1.4,3,"216",10,"57","0.204","0.296","0.246",17.7,7,8.2,"0.329","0.508","0.368",39.2
"Fulmer, Carson",608334,"LAA","SL","Slider",1.8,4,"240",16.3,"57","0.157","0.294","0.232",28.4,26.3,25.4,"0.267","0.531","0.364",48.6
"Holton, Tyler",663947,"DET","FF","4-Seam Fastball",4.2,8,"202",15.1,"57","0.109","0.145","0.132",26,31.6,22.2,"0.144","0.205","0.169",32.4
"Spiers, Carson",686730,"CIN","FC","Cutter",-0.6,-2,"248",16,"57","0.321","0.547","0.425",19.5,12.3,17.1,"0.318","0.526","0.385",39.1
"Garrett, Braxton",666129,"MIA","SI","Sinker",1.3,2,"195",33.2,"57","0.226","0.34","0.292",13.6,14,15.1,"0.291","0.478","0.354",62.2
"Estrada, Jeremiah",669093,"SD","SL","Slider",0.8,2,"237",23.6,"56","0.235","0.275","0.3",32.8,30.4,25.4,"0.226","0.29","0.267",41.2
"Lovelady, Richard",663992,"TB","SL","Slider",1.6,3,"197",37.3,"56","0.226","0.321","0.255",28,19.6,20,"0.253","0.421","0.306",41.9
"Vieira, Thyago",600986,"AZ","SL","Slider",-2.5,-7,"266",36.1,"56","0.229","0.542","0.375",32.1,28.6,15.7,"0.259","0.569","0.399",40.6
"Ross, Joe",605452,"MIL","FF","4-Seam Fastball",-3.5,-7,"194",16.2,"56","0.3","0.52","0.388",27.9,33.9,18.6,"0.231","0.457","0.336",51.6
"Thornton, Trent",663423,"SEA","FF","4-Seam Fastball",0,0,"226",19.8,"56","0.265","0.469","0.355",29.4,32.1,28.1,"0.235","0.4","0.319",50
"Schreiber, John",670167,"KC","ST","Sweeper",0.8,2,"241",26.9,"56","0.154","0.212","0.189",28.6,30.4,18.1,"0.207","0.279","0.232",29.7
"Ashby, Aaron",676879,"MIL","SI","Sinker",-0.6,-1,"216",44.6,"56","0.245","0.347","0.344",12.6,14.3,15.1,"0.213","0.323","0.291",40.5
"Barlow, Scott",605130,"CLE","CU","Curveball",-1.2,-3,"215",21,"56","0.16","0.42","0.288",44.4,51.8,25.2,"0.181","0.4","0.294",38.1
"Sammons, Bryan",676614,"DET","FF","4-Seam Fastball",4.8,7,"147",39.3,"56","0.059","0.137","0.137",20.7,19.6,21.2,"0.133","0.293","0.227",30
"Paddack, Chris",663978,"MIN","SL","Slider",-0.6,-1,"258",17.7,"56","0.264","0.434","0.321",25.4,17.9,14.7,"0.242","0.441","0.312",37.2
"Nelson, Ryne",669194,"AZ","SL","Slider",0.5,1,"204",8.5,"56","0.226","0.34","0.256",15.6,12.5,8.5,"0.245","0.352","0.27",25.5
"Javier, Cristian",664299,"HOU","FF","4-Seam Fastball",-0.9,-2,"224",39.3,"56","0.256","0.535","0.404",27,23.2,22.8,"0.211","0.471","0.38",48.4
"Canning, Griffin",656288,"LAA","CU","Curveball",-0.9,-3,"307",10.7,"56","0.271","0.438","0.361",24.1,17.9,14.9,"0.259","0.405","0.345",41
"Holderman, Colin",670059,"PIT","FC","Cutter",-1.6,-4,"223",25.7,"56","0.325","0.55","0.479",26,10.7,22.2,"0.293","0.549","0.451",42.9
"Petersen, Michael",656848,"MIA","FF","4-Seam Fastball",-0.7,-2,"233",64.2,"55","0.222","0.422","0.337",19.7,14.5,9.9,"0.21","0.398","0.325",34.2
"Sands, Cole",663485,"MIN","FS","Split-Finger",-0.5,-1,"198",17.2,"55","0.17","0.226","0.241",24.2,34.5,16.5,"0.239","0.319","0.258",35.3
"Ashcraft, Graham",668933,"CIN","SI","Sinker",-2.4,-5,"214",15.9,"55","0.314","0.49","0.405",11.5,5.5,7.1,"0.274","0.446","0.337",45.8
"Rainey, Tanner",663432,"WSH","SL","Slider",0.1,0,"260",27.7,"55","0.17","0.17","0.233",46.3,29.1,15.5,"0.233","0.336","0.312",38.7
"Rodríguez, Yerry",666720,"TOR","FF","4-Seam Fastball",-1.1,-3,"247",56.4,"55","0.268","0.439","0.403",19.1,14.5,10.1,"0.301","0.549","0.453",51.4
"Leahy, Kyle",681517,"STL","SL","Slider",2.1,4,"176",25.3,"55","0.245","0.34","0.271",22.8,7.3,16,"0.29","0.454","0.333",42.9
"Rodriguez, Eduardo",593958,"AZ","CH","Changeup",-0.5,-1,"195",22.5,"55","0.269","0.385","0.309",25.6,14.5,16,"0.233","0.352","0.273",24.4
"Long, Sam",669674,"KC","SL","Slider",0.5,1,"216",30.8,"55","0.25","0.365","0.295",39.7,32.7,25.4,"0.274","0.409","0.318",35.3
"Birdsong, Hayden",806185,"SF","CH","Changeup",-1,-3,"256",18.4,"55","0.269","0.365","0.3",34.5,32.7,21.4,"0.231","0.345","0.273",52.9
"González, Victor",624647,"NYY","SI","Sinker",1.6,3,"183",47.4,"55","0.2","0.289","0.301",14.9,12.7,21.2,"0.256","0.418","0.365",55.3
"Criswell, Cooper",681867,"BOS","FC","Cutter",0.9,2,"271",15.4,"55","0.163","0.306","0.253",29.4,38.2,20.8,"0.179","0.345","0.275",42.9
"King, Bryan",687911,"HOU","FF","4-Seam Fastball",2.2,5,"218",52.4,"55","0.149","0.213","0.235",24.3,38.2,24.7,"0.154","0.195","0.231",42.3
"Nola, Aaron",605400,"PHI","FC","Cutter",-2.6,-8,"294",9.2,"55","0.389","0.796","0.501",17.8,12.7,12.3,"0.342","0.584","0.402",36.2
"Marte, Yunior",628708,"PHI","SI","Sinker",1.8,3,"182",37.8,"55","0.204","0.265","0.276",24.4,27.3,39.5,"0.229","0.311","0.286",32.4
"Wheeler, Zack",554430,"PHI","FS","Split-Finger",1.2,3,"230",7.3,"54","0.137","0.196","0.175",40.2,38.9,19.6,"0.144","0.183","0.174",23.3
"Sánchez, Sixto",664350,"MIA","CH","Changeup",1.3,3,"195",31.4,"54","0.22","0.22","0.269",17,13,10.1,"0.216","0.257","0.245",27.9
"Fleming, Josh",676596,"PIT","SI","Sinker",-2.9,-6,"203",38.2,"54","0.4","0.578","0.504",21.6,11.1,16.2,"0.334","0.491","0.414",30.8
"Martinez, Seth",661527,"HOU","SI","Sinker",1.2,2,"176",21,"54","0.217","0.283","0.299",14.1,9.3,15.2,"0.26","0.361","0.324",54.8
"Milner, Hoby",571948,"MIL","FF","4-Seam Fastball",2.6,6,"224",21.5,"54","0.059","0.137","0.116",26.4,48.1,21.1,"0.131","0.197","0.172",20
"Sandoval, Patrick",663776,"LAA","SI","Sinker",-1.1,-3,"252",17.5,"54","0.404","0.553","0.471",14.8,14.8,22.9,"0.328","0.491","0.397",43.6
"Varland, Gus",681402,"CWS","SL","Slider",-3.1,-5,"174",38.2,"54","0.327","0.519","0.4",27.5,20.4,16.9,"0.277","0.428","0.319",39
"Wilson, Justin",458677,"CIN","FC","Cutter",0.8,2,"195",23.9,"54","0.25","0.423","0.303",13.6,3.7,7.4,"0.262","0.381","0.292",34
"Cleavinger, Garrett",664076,"TB","FC","Cutter",0.4,1,"260",24.6,"54","0.292","0.5","0.379",31.3,9.3,12.8,"0.324","0.565","0.416",48.8
"Ramírez, Yohan",670990,"BOS","ST","Sweeper",-0.4,-1,"221",28.8,"54","0.24","0.38","0.273",36.7,38.9,28,"0.237","0.401","0.279",38.7
"Grove, Michael",675627,"LAD","SI","Sinker",-0.7,-1,"183",22.1,"54","0.233","0.442","0.37",18.5,24.1,30.2,"0.213","0.327","0.327",33.3
"Soriano, George",666277,"MIA","SL","Slider",-2.5,-5,"205",39.5,"54","0.314","0.784","0.483",31.7,33.3,24.3,"0.294","0.632","0.405",48.5
"López, Reynaldo",625643,"ATL","CU","Curveball",1.2,3,"244",11.6,"54","0.151","0.264","0.173",36.4,20.4,23.4,"0.231","0.451","0.284",25.6
