"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Helsley, Ryan",664854,"STL","FF","4-Seam Fastball",0.7,3,"423",45.4,"116","0.276","0.367","0.325",18.4,10.3,12.9,"0.258","0.418","0.339",50
"Rodríguez, Yariel",684320,"TOR","FF","4-Seam Fastball",0.2,1,"616",41,"116","0.245","0.418","0.35",22.7,13.8,15.8,"0.235","0.372","0.33",35.4
"Liberatore, Matthew",669461,"STL","SL","Slider",1.5,6,"373",27.5,"116","0.185","0.25","0.232",38.3,29.3,21.5,"0.214","0.289","0.252",32.4
"Rogers, Taylor",573124,"SF","ST","Sweeper",-0.2,-1,"511",47.2,"116","0.279","0.477","0.347",31.6,25,16.9,"0.221","0.356","0.268",20.7
"Cabrera, Edward",665795,"MIA","FF","4-Seam Fastball",-1.9,-9,"471",27.2,"115","0.303","0.517","0.431",16.3,17.4,15.7,"0.295","0.543","0.427",60
"Chafin, Andrew",605177,"TEX","SL","Slider",1.3,6,"443",45.8,"115","0.127","0.186","0.189",54.7,48.7,28.1,"0.154","0.243","0.223",30.6
"Paddack, Chris",663978,"MIN","CH","Changeup",-1.5,-6,"378",25.9,"115","0.283","0.519","0.363",24.8,14.8,15,"0.292","0.568","0.387",37.8
"Contreras, Roansy",672710,"LAA","FF","4-Seam Fastball",1.3,5,"400",37.2,"115","0.233","0.35","0.292",16.2,20,21.3,"0.279","0.477","0.36",53.1
"Miller, Tyson",668338,"CHC","ST","Sweeper",2,8,"409",43.8,"115","0.148","0.278","0.218",26.2,17.4,15.4,"0.204","0.365","0.26",26.7
"Sandoval, Patrick",663776,"LAA","CH","Changeup",0.5,2,"409",28.3,"115","0.208","0.292","0.264",39,31.3,21.8,"0.217","0.286","0.251",19.7
"Yarbrough, Ryan",642232,"TOR","ST","Sweeper",1.6,7,"411",27.1,"115","0.115","0.221","0.19",34.4,30.4,17.7,"0.158","0.278","0.235",17.1
"Lynn, Lance",458681,"STL","FC","Cutter",-1.2,-5,"454",22.3,"114","0.317","0.426","0.368",26.2,20.2,15.6,"0.28","0.427","0.342",38
"Miller, Erik",669062,"SF","CH","Changeup",0.2,1,"430",33.9,"114","0.21","0.35","0.297",30.2,25.4,19.9,"0.202","0.306","0.275",37.5
"Hoeing, Bryan",663773,"SD","SI","Sinker",0.9,4,"405",51.8,"114","0.275","0.373","0.342",10.1,7.9,13.4,"0.332","0.541","0.41",51.6
"Sale, Chris",519242,"ATL","CH","Changeup",3.1,13,"400",14.2,"114","0.155","0.191","0.166",24.2,17.5,14.8,"0.206","0.295","0.234",24.4
"King, Michael",650633,"SD","ST","Sweeper",0.3,2,"514",17.8,"113","0.206","0.304","0.279",34.5,32.7,24.3,"0.222","0.368","0.294",25.8
"Falter, Bailey",663559,"PIT","SI","Sinker",1,3,"338",15.8,"113","0.26","0.433","0.328",16.9,10.6,13.3,"0.334","0.594","0.418",63
"Williams, Trevor",592866,"WSH","FF","4-Seam Fastball",3.1,12,"383",36,"113","0.202","0.279","0.238",17.6,24.8,21.1,"0.194","0.322","0.261",44.9
"Miller, Bobby",676272,"LAD","FF","4-Seam Fastball",-2.7,-10,"387",36.8,"113","0.362","0.681","0.494",17.6,12.4,16.3,"0.354","0.683","0.485",53.8
"Fulmer, Carson",608334,"LAA","CH","Changeup",-0.5,-2,"397",27,"113","0.228","0.347","0.31",36.7,25.7,18.6,"0.218","0.287","0.266",27.4
"Hudson, Daniel",543339,"LAD","SL","Slider",0.8,3,"409",40.9,"112","0.135","0.279","0.243",42.9,35.7,27.4,"0.15","0.301","0.228",37.5
"Matsui, Yuki",673513,"SD","FF","4-Seam Fastball",0.5,2,"430",41,"112","0.223","0.447","0.337",19.1,17,16.7,"0.235","0.408","0.33",40.3
"Cannon, Jonathan",686563,"CWS","CH","Changeup",-0.5,-2,"379",18.7,"112","0.248","0.394","0.287",26.9,18.8,15.7,"0.261","0.375","0.287",28.4
"Berríos, José",621244,"TOR","FF","4-Seam Fastball",-0.4,-2,"543",18.6,"112","0.265","0.48","0.369",19.7,17.9,15,"0.286","0.521","0.385",44.3
"Smyly, Drew",592767,"CHC","SI","Sinker",-0.1,-1,"485",47.7,"112","0.287","0.479","0.388",16.1,6.3,6.8,"0.29","0.463","0.372",40
"Weathers, Ryan",677960,"MIA","CH","Changeup",1,4,"368",26,"112","0.193","0.367","0.243",37.9,31.3,26.1,"0.2","0.355","0.244",36
"Olson, Reese",681857,"DET","SL","Slider",2.2,11,"515",27.8,"112","0.143","0.194","0.24",45.5,29.5,22.4,"0.189","0.285","0.267",33.8
"Avila, Pedro",658648,"CLE","CH","Changeup",1.6,5,"312",22,"111","0.19","0.3","0.264",35.4,31.5,23.8,"0.242","0.377","0.307",39.4
"Thielbar, Caleb",573204,"MIN","FF","4-Seam Fastball",-1.2,-5,"385",43.4,"111","0.32","0.495","0.382",17.9,19.8,15.3,"0.272","0.476","0.363",44.2
"Carrasco, Carlos",471911,"CLE","SL","Slider",-0.9,-4,"412",24.3,"111","0.284","0.52","0.391",28.8,27.9,25.6,"0.226","0.407","0.301",34.7
"Ferguson, Caleb",657571,"HOU","FF","4-Seam Fastball",-1.4,-6,"407",43.3,"111","0.313","0.594","0.434",21.7,24.3,22.7,"0.283","0.519","0.388",53.6
"Olson, Reese",681857,"DET","SI","Sinker",2,7,"371",20,"111","0.28","0.374","0.29",7.6,9,13.3,"0.286","0.369","0.289",45.5
"Ginkel, Kevin",656464,"AZ","SL","Slider",0.3,1,"455",38.4,"110","0.229","0.362","0.267",42,40,25.4,"0.212","0.31","0.242",40.3
"Lorenzen, Michael",547179,"KC","CH","Changeup",1.8,7,"394",18.8,"110","0.122","0.173","0.193",37.3,24.5,17.3,"0.165","0.226","0.228",23.9
"Criswell, Cooper",681867,"BOS","SI","Sinker",0.4,2,"521",29.7,"110","0.33","0.511","0.402",7.3,10.9,10.1,"0.297","0.436","0.348",45.3
"Leiter Jr., Mark",643410,"NYY","FS","Split-Finger",2.1,8,"366",36.1,"110","0.099","0.149","0.164",56.5,60,30.7,"0.12","0.161","0.169",31.4
"Falter, Bailey",663559,"PIT","SL","Slider",0.3,1,"461",21.6,"110","0.245","0.304","0.275",28.7,24.5,19.4,"0.233","0.346","0.274",41.6
"Kremer, Dean",665152,"BAL","FS","Split-Finger",0.3,1,"401",18.5,"110","0.139","0.248","0.227",36,30.9,19,"0.174","0.295","0.244",20.9
"Myers, Tobias",668964,"MIL","SL","Slider",1.3,6,"455",21.1,"110","0.198","0.255","0.241",24.8,26.4,18.1,"0.209","0.281","0.231",33.8
"Ross, Joe",605452,"MIL","SL","Slider",0.9,4,"447",37.3,"110","0.237","0.32","0.293",38.4,21.8,17.6,"0.245","0.374","0.316",33.3
"Flexen, Chris",623167,"CWS","CH","Changeup",-1.6,-7,"440",15.7,"110","0.257","0.436","0.34",37.9,28.2,18.7,"0.229","0.359","0.282",20.8
"Bender, Anthony",669622,"MIA","SI","Sinker",-0.6,-3,"431",45.2,"110","0.323","0.417","0.385",11.8,16.4,15.8,"0.3","0.429","0.363",46.8
"Neris, Héctor",593576,"HOU","FS","Split-Finger",-0.6,-3,"408",40.5,"110","0.232","0.364","0.309",37,30.9,22.4,"0.205","0.327","0.277",21.5
"Montas, Frankie",593423,"MIL","FC","Cutter",-1.4,-7,"494",18.8,"109","0.326","0.609","0.447",22.2,11,20,"0.336","0.62","0.444",50
"Montas, Frankie",593423,"MIL","FS","Split-Finger",0,0,"483",18.3,"109","0.218","0.297","0.264",42.6,31.2,18.1,"0.211","0.27","0.248",29.9
"Brebbia, John",605154,"ATL","FF","4-Seam Fastball",0.9,4,"479",48.2,"109","0.172","0.293","0.247",25.5,38.5,21.8,"0.211","0.374","0.29",49.1
"Cabrera, Génesis",650893,"TOR","FC","Cutter",1.4,6,"405",39.3,"109","0.202","0.263","0.257",34.1,26.6,18,"0.225","0.292","0.269",28.6
"Criswell, Cooper",681867,"BOS","ST","Sweeper",-1.7,-8,"471",26.8,"109","0.287","0.479","0.379",20.6,21.1,13.1,"0.261","0.4","0.333",23
"Roupp, Landen",694738,"SF","CU","Curveball",0.5,2,"400",44.2,"109","0.224","0.357","0.295",33.5,32.1,21,"0.195","0.311","0.266",25.4
"Vásquez, Randy",681190,"SD","FF","4-Seam Fastball",-0.3,-1,"474",28.1,"109","0.298","0.447","0.368",22,17.4,12.1,"0.33","0.565","0.422",50.6
"Muller, Kyle",666205,"OAK","FF","4-Seam Fastball",0.9,3,"387",53.4,"109","0.279","0.394","0.329",21.4,20.2,20.2,"0.262","0.397","0.307",43.4
"Weaver, Luke",596133,"NYY","CH","Changeup",0.9,3,"381",27.7,"108","0.172","0.263","0.233",48,42.6,25,"0.162","0.251","0.217",29.1
"Eovaldi, Nathan",543135,"TEX","FC","Cutter",-1.2,-5,"399",15.2,"108","0.317","0.606","0.407",20.5,12,15.9,"0.289","0.508","0.358",38
"Lively, Ben",594902,"CLE","ST","Sweeper",-0.8,-3,"415",17.2,"108","0.225","0.412","0.296",25.1,17.6,14.1,"0.247","0.379","0.288",31
"Holmes, Grant",656550,"ATL","FF","4-Seam Fastball",1.1,4,"382",37.3,"108","0.238","0.366","0.289",20.3,18.5,22,"0.25","0.376","0.299",39.5
"Faedo, Alex",656412,"DET","FF","4-Seam Fastball",-0.1,0,"354",35.2,"108","0.218","0.437","0.342",24.7,23.1,19.5,"0.238","0.385","0.337",36.9
"Suárez, Ranger",624133,"PHI","FF","4-Seam Fastball",0.8,4,"461",19.6,"108","0.224","0.327","0.29",18,24.1,20,"0.252","0.341","0.297",31.9
"Meyer, Max",676974,"MIA","SL","Slider",-0.6,-2,"393",40.6,"108","0.243","0.476","0.33",34.3,31.5,21.5,"0.186","0.329","0.243",43.5
"Ragans, Cole",666142,"KC","SL","Slider",-0.9,-4,"400",12.8,"108","0.21","0.305","0.255",33.7,44.4,23.3,"0.195","0.29","0.223",33.3
"Waldron, Matt",663362,"SD","SI","Sinker",0,0,"358",14.6,"108","0.306","0.408","0.365",7.2,8.3,11.3,"0.319","0.503","0.385",40.4
"Scott, Christian",681035,"NYM","FF","4-Seam Fastball",0.8,3,"416",52.9,"108","0.265","0.388","0.32",22,24.1,20.5,"0.244","0.405","0.309",50
"Junis, Jakob",596001,"CIN","SL","Slider",1.1,5,"426",45.2,"108","0.183","0.346","0.235",29.2,25,17.4,"0.23","0.388","0.274",34.6
"Bellozo, Valente",678368,"MIA","FF","4-Seam Fastball",-0.9,-4,"411",37.6,"108","0.247","0.454","0.349",13.3,12,12.6,"0.269","0.504","0.368",45.9
"Littell, Zack",641793,"TB","SI","Sinker",0,0,"364",14.6,"107","0.242","0.421","0.346",14.8,18.7,19.4,"0.283","0.528","0.385",54.7
"Little, Brendon",663893,"TOR","SI","Sinker",-0.5,-2,"397",57,"107","0.287","0.457","0.392",21.5,5.6,12,"0.274","0.413","0.345",41.6
"Irvin, Cole",608344,"MIN","SI","Sinker",-1.2,-4,"340",19.2,"107","0.319","0.5","0.397",9.9,15,18,"0.262","0.417","0.337",35.4
"Lodolo, Nick",666157,"CIN","FF","4-Seam Fastball",-0.6,-3,"531",28.5,"107","0.204","0.398","0.312",27.6,33.6,18.1,"0.206","0.41","0.318",45.6
"Webb, Jacob",657097,"BAL","FF","4-Seam Fastball",-0.1,0,"413",44.3,"107","0.2","0.365","0.343",26.7,26.2,21.7,"0.223","0.429","0.363",47.4
"Rodríguez, Randy",678495,"SF","FF","4-Seam Fastball",-0.5,-2,"427",48.6,"107","0.253","0.44","0.349",24.3,24.3,21.5,"0.221","0.369","0.312",40.9
"Alexander, Tyler",641302,"TB","FF","4-Seam Fastball",-0.3,-1,"379",22.7,"107","0.229","0.49","0.329",24.6,26.2,19.6,"0.236","0.44","0.323",44.3
"Waldron, Matt",663362,"SD","ST","Sweeper",0.9,4,"486",19.8,"107","0.227","0.454","0.335",20.1,15,16.2,"0.214","0.387","0.296",32.9
"Elder, Bryce",693821,"ATL","SI","Sinker",-1.3,-5,"370",42.8,"107","0.344","0.458","0.386",8.5,14,22.1,"0.319","0.457","0.373",55.6
"Soto, Gregory",642397,"BAL","SI","Sinker",0.8,4,"450",46.9,"107","0.286","0.385","0.34",15.8,11.2,14,"0.271","0.426","0.356",48.1
"Lambert, Peter",663567,"COL","FF","4-Seam Fastball",-0.5,-2,"399",38.4,"106","0.318","0.534","0.408",11.8,13.2,14.9,"0.282","0.439","0.365",38.2
"Rea, Colin",607067,"MIL","ST","Sweeper",1.3,6,"440",16.6,"106","0.149","0.228","0.19",23.7,28.3,17.9,"0.177","0.268","0.215",23.6
"Herz, DJ",687792,"WSH","CH","Changeup",-0.9,-3,"389",24.5,"106","0.224","0.388","0.299",26,21.7,15.6,"0.224","0.356","0.279",23.7
"Paxton, James",572020,"BOS","CU","Curveball",0.5,3,"517",30.3,"106","0.2","0.3","0.254",36.2,28.3,17.6,"0.227","0.346","0.267",45.1
"McArthur, James",663704,"KC","SI","Sinker",-0.6,-2,"322",35.7,"106","0.327","0.459","0.372",13.7,13.2,22.2,"0.282","0.44","0.34",44
"Anderson, Justin",605121,"CWS","SL","Slider",-0.4,-2,"428",45.3,"106","0.217","0.37","0.318",41,32.1,21.8,"0.214","0.373","0.311",32.8
"Castillo, Luis",622491,"SEA","CH","Changeup",-2,-8,"408",14.3,"106","0.287","0.545","0.376",26.5,16,12.1,"0.288","0.463","0.341",36.9
"Mantiply, Joe",573009,"AZ","SI","Sinker",2.6,10,"368",42.4,"106","0.218","0.317","0.264",16.8,15.1,23.2,"0.257","0.402","0.305",54.1
"Alexander, Scott",518397,"OAK","SI","Sinker",1,4,"364",64.3,"106","0.261","0.359","0.317",10.9,9.4,15.4,"0.274","0.421","0.343",45.3
"Faucher, Calvin",676534,"MIA","FC","Cutter",1.6,6,"374",37.9,"105","0.258","0.355","0.301",26.9,17.1,17.1,"0.27","0.331","0.298",41
"Sewald, Paul",623149,"AZ","FF","4-Seam Fastball",-0.7,-3,"376",59.8,"105","0.253","0.484","0.341",24.3,27.6,23.6,"0.237","0.455","0.325",47.8
"Manaea, Sean",640455,"NYM","CH","Changeup",-0.7,-2,"350",11.7,"105","0.25","0.438","0.33",25.5,14.3,11.9,"0.254","0.371","0.301",32.9
"Feltner, Ryan",663372,"COL","SI","Sinker",-0.4,-2,"354",13.7,"105","0.274","0.369","0.377",17.9,13.3,20,"0.24","0.34","0.343",28.6
"Fernandez, Ryan",681676,"STL","FF","4-Seam Fastball",0,0,"487",40.9,"105","0.302","0.384","0.36",20.5,16.2,14.4,"0.286","0.438","0.378",44.4
"Stripling, Ross",548389,"OAK","FF","4-Seam Fastball",0,0,"417",30.7,"105","0.25","0.424","0.332",17.2,20,14.8,"0.211","0.387","0.304",37.5
"Kittredge, Andrew",552640,"STL","SI","Sinker",0,0,"383",37.3,"105","0.301","0.419","0.353",12.5,8.6,12.5,"0.321","0.499","0.381",40.2
"Phillips, Evan",623465,"LAD","ST","Sweeper",0.2,1,"354",38.6,"104","0.198","0.337","0.244",30.6,37.5,26.9,"0.199","0.343","0.239",28.6
"Gilbert, Logan",669302,"SEA","FS","Split-Finger",0.9,4,"407",13.4,"104","0.101","0.162","0.148",50.6,59.6,24.5,"0.11","0.142","0.145",29.7
"Winn, Keaton",676775,"SF","FS","Split-Finger",0.6,2,"343",40.5,"104","0.215","0.355","0.294",28.2,24,20.3,"0.257","0.431","0.331",47.8
"Civale, Aaron",650644,"MIL","CU","Curveball",-1.4,-6,"423",15.7,"104","0.25","0.479","0.338",27.5,37.5,20.2,"0.227","0.357","0.286",42.1
"Suárez, Albert",544150,"BAL","FC","Cutter",0.6,3,"435",19.5,"103","0.24","0.365","0.279",31,16.5,15.2,"0.243","0.373","0.284",30.9
"Hicks, Jordan",663855,"SF","FS","Split-Finger",-0.1,0,"373",19.1,"103","0.181","0.287","0.253",40.8,36.9,19.8,"0.181","0.302","0.25",23.2
"Winckowski, Josh",670174,"BOS","FC","Cutter",0.1,0,"436",35.2,"103","0.253","0.495","0.347",23.3,15.5,18,"0.302","0.497","0.375",51.3
"Martinez, Nick",607259,"CIN","SI","Sinker",0.8,3,"368",17.3,"103","0.242","0.379","0.309",9.1,11.7,16.4,"0.261","0.348","0.298",27.7
"Wicks, Jordan",696136,"CHC","FF","4-Seam Fastball",-0.6,-2,"384",45.1,"103","0.281","0.438","0.36",16.1,18.4,15.6,"0.261","0.431","0.348",42.3
"Mize, Casey",663554,"DET","SL","Slider",-1.4,-6,"466",26,"103","0.287","0.529","0.417",20.8,13.6,8.9,"0.291","0.431","0.36",41.3
"Gaddis, Hunter",683769,"CLE","FF","4-Seam Fastball",1.3,5,"412",38.3,"103","0.219","0.417","0.297",17.9,17.5,14.8,"0.228","0.414","0.302",43.6
"Barlow, Scott",605130,"CLE","ST","Sweeper",0.4,2,"444",43.4,"103","0.181","0.265","0.295",40.5,30.1,23.8,"0.178","0.251","0.274",18.5
"Soroka, Michael",647336,"CWS","FF","4-Seam Fastball",0.4,2,"466",32.3,"103","0.198","0.358","0.313",21.1,21.4,15.5,"0.197","0.345","0.318",30.2
"Soriano, José",667755,"LAA","CU","Curveball",-0.7,-3,"440",25.3,"103","0.226","0.376","0.3",40.2,43.7,28.8,"0.181","0.323","0.262",35.4
"Freeland, Kyle",607536,"COL","CU","Curveball",0.6,2,"333",18.8,"102","0.194","0.276","0.232",42,46.1,26.3,"0.181","0.263","0.21",41.2
"Pérez, Cionel",672335,"BAL","SI","Sinker",0.2,1,"331",38.3,"102","0.256","0.314","0.328",19.2,13.7,17.3,"0.265","0.361","0.33",44.6
"Holderman, Colin",670059,"PIT","ST","Sweeper",1.5,6,"414",47.6,"102","0.163","0.217","0.213",40.1,41.2,25,"0.159","0.239","0.217",28.8
"Soroka, Michael",647336,"CWS","SL","Slider",0.3,1,"468",32.5,"102","0.176","0.341","0.273",41.9,42.2,24.9,"0.168","0.277","0.24",34.7
"Alcala, Jorge",660896,"MIN","SL","Slider",1,4,"360",38.7,"102","0.204","0.323","0.277",32.6,30.4,22.3,"0.189","0.296","0.252",25.8
"De Los Santos, Enyel",660853,"CWS","SL","Slider",0,0,"484",42.9,"102","0.2","0.442","0.306",42.2,34.3,21.2,"0.225","0.426","0.307",38.3
"Lynn, Lance",458681,"STL","SI","Sinker",-0.5,-2,"340",16.7,"102","0.289","0.47","0.412",11,8.8,14.8,"0.306","0.478","0.397",35.5
"Feltner, Ryan",663372,"COL","CH","Changeup",-1,-4,"379",14.7,"102","0.299","0.485","0.356",39.4,27.5,26.2,"0.22","0.358","0.266",34.3
"Hodge, Porter",687863,"CHC","FF","4-Seam Fastball",1,4,"393",61.2,"102","0.174","0.291","0.277",20.8,22.5,24,"0.199","0.324","0.299",41.3
"Herrin, Tim",682120,"CLE","CU","Curveball",1.9,7,"357",35.3,"102","0.137","0.221","0.198",42,44.1,27.1,"0.149","0.222","0.204",22
"Wrobleski, Justin",680736,"LAD","FF","4-Seam Fastball",0.9,3,"350",59.1,"101","0.205","0.386","0.308",23,16.8,16.5,"0.214","0.361","0.302",29.6
"Lugo, Seth",607625,"KC","SV","Slurve",1.5,5,"328",10.5,"101","0.229","0.292","0.247",27.4,21.8,23.4,"0.213","0.296","0.244",28
"Cannon, Jonathan",686563,"CWS","ST","Sweeper",-1.7,-8,"442",21.8,"101","0.255","0.489","0.344",28.2,24.8,16.4,"0.213","0.364","0.27",28.6
"Hoffman, Jeff",656546,"PHI","FF","4-Seam Fastball",1.6,6,"361",36.1,"101","0.189","0.356","0.275",33,35.6,31,"0.217","0.412","0.309",50.9
"Morejon, Adrian",670970,"SD","SI","Sinker",0.3,1,"385",36.2,"101","0.315","0.427","0.383",14.8,9.9,15.2,"0.248","0.354","0.312",28.7
"Taillon, Jameson",592791,"CHC","CU","Curveball",-1.1,-4,"364",14.7,"101","0.235","0.429","0.297",23.2,25.7,16.9,"0.236","0.386","0.28",43.1
"Woods Richardson, Simeon",680573,"MIN","CH","Changeup",-3.6,-16,"442",19.3,"101","0.311","0.622","0.417",20.5,15.8,11,"0.256","0.445","0.329",39.7
"Armstrong, Shawn",542888,"CHC","FF","4-Seam Fastball",0.8,3,"368",33.2,"101","0.198","0.341","0.276",33.7,38.6,24.8,"0.225","0.421","0.317",44.2
"Burnes, Corbin",669203,"BAL","SL","Slider",0.5,2,"383",12.8,"100","0.198","0.271","0.225",46,39,22.2,"0.187","0.293","0.226",31.6
"Wheeler, Zack",554430,"PHI","ST","Sweeper",0.9,3,"393",12.5,"100","0.143","0.265","0.226",33.5,34,26.8,"0.16","0.262","0.199",26.6
"Walker, Taijuan",592836,"PHI","FS","Split-Finger",-4.9,-16,"317",22.1,"100","0.38","0.652","0.456",16.3,12,9.5,"0.297","0.564","0.388",53.7
"Soroka, Michael",647336,"CWS","SI","Sinker",-1.4,-4,"308",21.4,"100","0.286","0.512","0.399",8.6,10,14.1,"0.34","0.563","0.434",40
"Yamamoto, Yoshinobu",808967,"LAD","FS","Split-Finger",0.6,2,"355",24.2,"100","0.17","0.266","0.213",38.6,42,22.3,"0.19","0.256","0.224",37.7
"Suárez, Ranger",624133,"PHI","CH","Changeup",-0.4,-2,"384",16.3,"100","0.229","0.323","0.276",35,24,17.4,"0.25","0.339","0.273",26.4
"Leclerc, José",600917,"TEX","SL","Slider",0.7,3,"384",31.9,"100","0.223","0.383","0.269",45.4,44,28.8,"0.209","0.33","0.244",26.4
"Leiter, Jack",683004,"TEX","FF","4-Seam Fastball",-3.2,-11,"344",51.4,"100","0.35","0.625","0.466",29.1,16,14.7,"0.302","0.578","0.422",54.4
"Irvin, Cole",608344,"MIN","CU","Curveball",-0.5,-2,"446",25.2,"100","0.283","0.424","0.331",18.9,16,13.9,"0.263","0.411","0.309",25.6
"Bird, Jake",656234,"COL","SI","Sinker",-0.9,-3,"303",44.3,"100","0.309","0.42","0.391",12.4,9,15.5,"0.309","0.48","0.408",45.2
"Brieske, Beau",689225,"DET","FF","4-Seam Fastball",0.7,3,"457",39.7,"100","0.231","0.282","0.312",20.9,29,18.6,"0.19","0.307","0.305",44.2
"Wesneski, Hayden",669713,"CHC","ST","Sweeper",0.4,2,"437",40.7,"100","0.174","0.348","0.258",43.3,46,25.8,"0.163","0.288","0.234",26.1
"Marsh, Alec",679525,"KC","SI","Sinker",-1.4,-4,"299",13.8,"100","0.333","0.536","0.421",10.6,10,18.9,"0.318","0.556","0.421",50
"Meyer, Max",676974,"MIA","FF","4-Seam Fastball",-1.9,-7,"383",39.6,"100","0.33","0.648","0.44",13.8,10,11.6,"0.319","0.607","0.418",57.3
"Peterson, David",656849,"NYM","SL","Slider",-1.3,-4,"345",18.4,"100","0.287","0.447","0.339",33.9,30,19.2,"0.25","0.424","0.313",50
"Rogers, Tyler",643511,"SF","SL","Slider",-1.2,-4,"356",35.5,"99","0.242","0.451","0.328",25.7,25.3,18.5,"0.206","0.341","0.273",20.9
"Bummer, Aaron",607481,"ATL","ST","Sweeper",0.7,3,"407",41.8,"99","0.213","0.255","0.244",43.9,48.5,30.4,"0.201","0.233","0.207",20.8
"Poche, Colin",621363,"TB","FF","4-Seam Fastball",0.7,3,"370",68.1,"99","0.227","0.409","0.314",16.7,15.2,21.4,"0.248","0.442","0.327",41.3
"Luzardo, Jesús",666200,"MIA","FF","4-Seam Fastball",0.4,1,"387",35.7,"99","0.253","0.414","0.329",12.5,9.1,9.3,"0.284","0.483","0.369",44.3
"Baumann, Mike",657508,"MIA","CU","Curveball",-0.4,-1,"357",33.5,"99","0.222","0.3","0.282",28.7,35.4,19.6,"0.199","0.3","0.254",41.1
"Wentz, Joey",666214,"PIT","FC","Cutter",1,4,"384",31.4,"99","0.204","0.333","0.277",36.4,29.3,29.6,"0.191","0.299","0.24",32.8
"Cousins, Jake",664776,"NYY","SL","Slider",1.1,5,"423",65.7,"99","0.141","0.272","0.219",47.7,47.5,28.7,"0.15","0.288","0.23",33.3
"Gray, Sonny",543243,"STL","FC","Cutter",-0.1,0,"442",17.8,"99","0.287","0.494","0.385",30.8,8.1,29.6,"0.305","0.494","0.377",43.2
"Latz, Jacob",656641,"TEX","FF","4-Seam Fastball",-0.5,-2,"402",49.4,"99","0.228","0.38","0.36",22.4,20.2,14.5,"0.235","0.466","0.374",46.7
"Strickland, Hunter",519326,"LAA","FC","Cutter",1.4,5,"363",31.4,"98","0.185","0.348","0.268",25.6,23.5,20.7,"0.204","0.369","0.267",30
"Spence, Mitch",687765,"OAK","CU","Curveball",-0.2,-1,"299",12.1,"98","0.196","0.351","0.246",31,39.8,20.7,"0.2","0.327","0.232",29.3
"Adam, Jason",592094,"SD","CH","Changeup",3.4,10,"286",25.8,"98","0.156","0.2","0.202",38.7,34.7,29.3,"0.183","0.26","0.24",35.1
"Lawrence, Justin",664875,"COL","ST","Sweeper",0.1,0,"444",41.1,"98","0.182","0.25","0.235",30.8,33.7,17.4,"0.215","0.318","0.268",22.8
"Carrasco, Carlos",471911,"CLE","FF","4-Seam Fastball",-1.2,-5,"428",25.3,"98","0.337","0.551","0.41",14.4,9.2,12.9,"0.326","0.499","0.385",37.5
"Freeland, Kyle",607536,"COL","FC","Cutter",-1.3,-5,"400",22.6,"98","0.315","0.565","0.388",15.9,12.2,12.4,"0.295","0.536","0.367",39
"Olson, Reese",681857,"DET","CH","Changeup",-0.1,-1,"413",22.3,"98","0.222","0.344","0.266",42.9,34.7,19.8,"0.219","0.287","0.252",43.1
"Pallante, Andre",669467,"STL","SI","Sinker",0.2,1,"382",19.8,"97","0.271","0.376","0.333",12.8,12.4,13.5,"0.255","0.355","0.318",27.4
"Armstrong, Shawn",542888,"CHC","SI","Sinker",-1.5,-5,"301",27.1,"97","0.388","0.459","0.408",10.1,13.4,15.3,"0.335","0.448","0.382",41.9
"Alvarado, José",621237,"PHI","FC","Cutter",0.2,1,"424",40.3,"97","0.156","0.244","0.219",45.6,47.4,23.8,"0.145","0.214","0.195",36.4
"Banks, Tanner",621383,"PHI","FF","4-Seam Fastball",0.5,2,"363",30.9,"97","0.207","0.305","0.281",28.2,41.2,23.4,"0.208","0.36","0.3",47.7
"Moore, Matt",519043,"LAA","FF","4-Seam Fastball",0.4,2,"427",50,"97","0.195","0.364","0.329",21,11.3,12.6,"0.235","0.467","0.377",38.8
"Kinley, Tyler",641755,"COL","FF","4-Seam Fastball",-1.6,-6,"393",33.2,"97","0.346","0.506","0.428",11.7,6.2,7,"0.351","0.568","0.445",42.7
"Tate, Dillon",622253,"TOR","SI","Sinker",-0.1,0,"319",54.1,"97","0.322","0.437","0.382",7.3,6.2,11.8,"0.307","0.463","0.371",38.3
"Festa, David",701581,"MIN","SL","Slider",1.8,6,"349",31.8,"97","0.207","0.315","0.249",29.1,26.8,20.2,"0.241","0.397","0.295",36.4
"Hurter, Brant",676428,"DET","SI","Sinker",2.6,8,"325",50.4,"97","0.234","0.319","0.269",9.8,10.3,15.2,"0.246","0.337","0.262",44.7
"Marsh, Alec",679525,"KC","SL","Slider",-1.2,-5,"386",17.9,"97","0.29","0.462","0.348",29.4,21.6,17.1,"0.277","0.428","0.319",33.3
"Musgrove, Joe",605397,"SD","FF","4-Seam Fastball",-0.9,-4,"391",24.7,"97","0.258","0.506","0.354",22.9,23.7,18,"0.28","0.539","0.376",50
"Pearson, Nate",663878,"CHC","SL","Slider",1,4,"431",40.7,"97","0.222","0.389","0.28",37.5,29.9,24.6,"0.243","0.392","0.292",43.8
"Bido, Osvaldo",674370,"OAK","FF","4-Seam Fastball",0.4,2,"422",40,"96","0.192","0.282","0.298",28,25,17.8,"0.176","0.286","0.292",35.2
