antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,ante_len,cons_len
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_home_run'}),0.22223873388564847,0.03707694022365048,0.011479733997102204,0.051654964894684054,1.3931830561825758,1.0,0.0032398017454442485,1.015372068320487,0.36286100528450294,0.0463198920701544,0.015139345270659,0.18063710168581898,2,1
"frozenset({'pitcher_arch_Slider Aces (Elite Slider Impact)', 'batter_arch_Balanced / Mixed'})",frozenset({'outcome_double'}),0.06657502693465096,0.044470037522755135,0.003529368057361519,0.05301339285714286,1.1921148667800454,1.0,0.0005687741114991569,1.0090216221327182,0.17264875621890557,0.03282653766413269,0.008940960168573658,0.06618923611111112,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_single'}),0.07526841772857303,0.14132332726529703,0.012148456365865439,0.16140177690029614,1.142074560679619,1.0,0.001511273134469228,1.0239428716659846,0.13452598282640746,0.059422133381791746,0.02338301513543335,0.12368196100535311,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_double'}),0.22223873388564847,0.044470037522755135,0.010922465356466174,0.04914744232698094,1.1051810401966133,1.0,0.0010395005215617925,1.004919169398537,0.12236514381248079,0.042701525054466234,0.004895089623458244,0.14738073870735013,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_home_run'}),0.07526841772857303,0.03707694022365048,0.0030464019021436265,0.04047384007897334,1.0916175885828912,1.0,0.0002556792772925704,1.0035401847257635,0.09075961435762354,0.02787219578518015,0.0035276960301603194,0.061319084368143977,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_Balanced Positive Arsenal (Mild Impact Gains)'})",frozenset({'outcome_single'}),0.37593342497306537,0.14132332726529703,0.0558754690344392,0.14863128767664788,1.0517109280736936,1.0,0.0027473065870066912,1.0085837784564666,0.07878708331538932,0.12110475883726546,0.008510724284702578,0.27200228947449634,2,1
"frozenset({'pitcher_arch_Sinker Aces (Elite Sinker Impact)', 'batter_arch_Balanced / Mixed'})",frozenset({'outcome_single'}),0.04268677787271984,0.14132332726529703,0.006241408775123528,0.1462140992167102,1.034606968616243,1.0,0.00020877129591610234,1.005728335343704,0.03494090122854486,0.03510971786833856,0.005695708415877991,0.09518906853579989,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_FF Liability Pitchers (Bad Fastball Impact)'})",frozenset({'outcome_single'}),0.22223873388564847,0.14132332726529703,0.03139280008916298,0.14125710464727517,0.99953141056538,1.0,-1.4717230783771462e-05,0.999922884231846,-0.0006024042613364145,0.09450844424561013,-7.712171545426476e-05,0.18169584990513074,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_Balanced Positive Arsenal (Mild Impact Gains)'})",frozenset({'outcome_double'}),0.37593342497306537,0.044470037522755135,0.016569454248244603,0.04407550153177191,0.991128049064916,1.0,-0.00014831926636546533,0.9995872728530177,-0.014140779319967248,0.04103035878564857,-0.00041289756101460084,0.2083368318018091,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_Sinker Liability Pitchers (Sinker Gets Crushed)'})",frozenset({'outcome_double'}),0.07526841772857303,0.044470037522755135,0.00323215811568897,0.042941757156959526,0.9656334815320632,1.0,-0.00011503124497908024,0.9984031480035575,-0.037060110455964315,0.02774234693877551,-0.0015994060111244326,0.05781173070880558,2,1
"frozenset({'pitcher_arch_Sinker Aces (Elite Sinker Impact)', 'batter_arch_Balanced / Mixed'})",frozenset({'outcome_double'}),0.04268677787271984,0.044470037522755135,0.0018204108927443623,0.04264577893820714,0.9589778042437106,1.0,-7.787172098100274e-05,0.9980944789875948,-0.042773143136131085,0.021332172398781015,-0.0019091589549097355,0.04179072572641351,2,1
"frozenset({'pitcher_arch_Slider Aces (Elite Slider Impact)', 'batter_arch_Balanced / Mixed'})",frozenset({'outcome_single'}),0.06657502693465096,0.14132332726529703,0.008693390793922057,0.13058035714285715,0.9239830371225778,1.0,-0.0007152135252595851,0.98764351575134,-0.0809995873349339,0.04364043267437523,-0.012511077176728003,0.09604727636322669,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_Four-Seam Aces (Elite FF Impact)'})",frozenset({'outcome_single'}),0.21729761860534236,0.14132332726529703,0.026971802206783815,0.12412378184305008,0.8782964868216032,1.0,-0.0037374202613486805,0.9803630409575009,-0.15040941004893477,0.08132631343116387,-0.02003029308746685,0.15748775842941146,2,1
"frozenset({'batter_arch_Balanced / Mixed', 'pitcher_arch_Four-Seam Aces (Elite FF Impact)'})",frozenset({'outcome_double'}),0.21729761860534236,0.044470037522755135,0.008396180852249508,0.03863908360403488,0.8688790420800392,1.0,-0.0012670524007354009,0.9939346879831772,-0.1616393271165738,0.033137829912023464,-0.006102324519058827,0.11372221515205921,2,1
